PF3D7_0801700	-0.180493274	298	194	76	54	122	87	34	25	0.915120411
PF3D7_1422600	-0.177847114	94	61	28	18	44	31	16	9	0.819148936
PF3D7_1303800	-0.177003559	2680	1803	598	412	884	575	218	159	0.904819937
PF3D7_1126300	-0.175040519	101	69	21	17	35	22	14	11	0.51980198
PF3D7_0724600	-0.174914258	274	196	69	52	116	72	32	24	0.912864964
PF3D7_0214600	-0.17327888	347	239	104	75	115	80	27	21	1.276550326
PF3D7_0728600	-0.170212766	419	286	117	92	190	122	44	37	1.205793014
PF3D7_0911100	-0.168240343	142	92	27	19	78	49	22	15	0.674135723
PF3D7_1420700	-0.168214654	148	103	43	31	88	59	18	16	1.42042042
PF3D7_1410300	-0.164585698	719	496	196	144	323	196	71	51	1.240141825
PF3D7_1452400	-0.164444444	174	123	48	38	64	40	20	14	0.882758621
PF3D7_0803500	-0.164280845	177	128	52	35	104	69	24	17	1.27306968
PF3D7_0104300	-0.162617891	694	450	167	108	268	159	94	61	0.68606291
PF3D7_1109100	-0.162235855	302	212	66	45	104	72	24	20	0.947019868
PF3D7_1421100	-0.161213089	219	123	47	30	94	63	20	13	1.008675799
PF3D7_1324000	-0.145990404	270	197	65	44	84	59	19	12	1.064327485
PF3D7_1241400	-0.145153189	371	237	118	76	165	103	44	29	1.192722372
PF3D7_0316200	-0.143623607	312	192	75	52	154	95	51	37	0.72586727
PF3D7_1448300	-0.139549055	274	182	74	56	119	86	28	24	1.147810219
PF3D7_0626400	-0.136324418	160	101	45	26	96	62	21	17	1.285714286
PF3D7_1145000	-0.128249567	157	118	27	18	38	23	10	6	0.653503185
PF3D7_1201700	-0.125506073	27	18	8	5	11	8	2	1	1.62962963
PF3D7_0704300	-0.124730022	430	304	96	70	132	77	34	24	0.866757866
PF3D7_1350400	-0.124645892	89	65	24	16	81	55	20	15	1.092134831
PF3D7_1335000	-0.123684211	85	51	45	37	27	19	7	6	2.042016807
PF3D7_0812500	-0.122129436	142	96	43	32	55	31	14	11	1.189637827
PF3D7_0704500	-0.11852776	338	224	86	61	125	87	33	26	0.96377981
PF3D7_0926800	-0.116734694	227	149	50	36	74	49	15	13	1.086637298
PF3D7_0216000	-0.114672008	216	147	69	51	110	72	29	23	1.211685824
PF3D7_1032100	-0.112605042	288	185	64	40	121	61	28	20	0.96031746
PF3D7_0103400	-0.110493827	318	209	110	72	141	101	46	32	1.060295324
PF3D7_1143600	-0.104377104	45	35	6	3	15	10	9	5	0.222222222
PF3D7_1436300	-0.103726083	165	113	63	41	57	35	21	12	1.036363636
PF3D7_0926100	-0.101636249	443	296	117	82	195	127	51	29	1.009826052
PF3D7_1470300	-0.101351351	20	16	4	2	9	5	1	1	1.8
PF3D7_1471600	-0.099236641	323	224	81	58	104	73	26	21	1.003095975
PF3D7_0416000	-0.098445596	53	37	14	6	31	22	7	5	1.169811321
PF3D7_0411200	-0.097991968	197	127	49	32	74	45	17	13	1.082711257
PF3D7_1250100	-0.096825906	536	385	171	122	282	181	86	62	1.046121138
PF3D7_1446100	-0.092537313	159	114	50	33	57	42	5	4	3.58490566
PF3D7_0908900	-0.089447236	143	98	25	10	61	38	20	14	0.533216783
PF3D7_1366700	-0.088948787	103	72	14	8	24	14	4	4	0.815533981
PF3D7_1334600	-0.087248322	76	50	13	11	18	14	4	4	0.769736842
PF3D7_1312800	-0.075391783	594	402	154	118	214	132	57	41	0.973359324
PF3D7_0321100	-0.072125813	318	204	104	76	108	74	26	15	1.358490566
PF3D7_0213900	-0.071183533	190	117	50	35	79	49	27	19	0.769980507
PF3D7_0409000	-0.070120764	473	319	127	84	162	112	40	29	1.087420719
PF3D7_1344900	-0.069892473	332	246	55	41	109	73	34	26	0.531094968
PF3D7_0616000	-0.068410463	52	30	18	11	23	16	7	5	1.137362637
PF3D7_0414400	-0.066666667	49	32	17	12	20	14	4	4	1.734693878
PF3D7_1017300.1	-0.064572426	127	86	35	28	57	38	13	10	1.208358571
PF3D7_0526000	-0.063275434	118	74	27	18	60	45	9	9	1.525423729
PF3D7_1431500	-0.061269147	113	69	35	25	65	49	18	15	1.118485742
PF3D7_0216100	-0.058375635	168	114	35	25	90	55	22	15	0.852272727
PF3D7_1453900	-0.05723205	243	178	58	43	66	45	22	17	0.716049383
PF3D7_0905800	-0.050960735	259	177	62	44	107	74	29	18	0.883237918
PF3D7_0726400	-0.047734628	1044	746	231	170	363	257	83	63	0.96769838
PF3D7_1251800	-0.047328244	138	93	31	17	41	24	21	11	0.43857833
PF3D7_1227600	-0.046636771	178	109	61	40	79	55	19	13	1.424896511
PF3D7_0723800	-0.042009132	236	157	72	49	131	91	41	29	0.974782968
PF3D7_0725100	-0.039974619	330	212	81	60	92	55	20	10	1.129090909
PF3D7_0502300	-0.038327526	43	29	14	9	30	14	4	2	2.441860465
PF3D7_1438400	-0.036633663	421	278	99	66	142	91	43	27	0.776556372
PF3D7_1203100	-0.035294118	42	28	7	4	16	9	3	2	0.888888889
PF3D7_0411300	-0.027700831	115	70	38	19	38	20	12	9	1.046376812
PF3D7_0714300	-0.024981075	193	123	49	29	87	59	16	11	1.380505181
PF3D7_0616500	-0.023340627	260	164	71	54	129	87	37	26	0.952079002
PF3D7_0925100	-0.023121387	46	23	7	6	26	20	10	5	0.395652174
PF3D7_0608900	-0.017085427	197	139	37	27	55	42	14	9	0.737853517
PF3D7_0705100	-0.015166835	186	120	63	46	62	43	15	10	1.4
PF3D7_1248700	-0.015082956	308	209	100	66	127	91	29	21	1.421854008
PF3D7_0311400	-0.013121272	474	333	144	101	212	143	59	41	1.091611242
PF3D7_0305100	-0.011312217	841	533	191	134	315	203	92	56	0.777606886
PF3D7_1326600	-0.010878661	747	541	191	136	295	204	58	44	1.300489314
PF3D7_0103500	-0.00603401	357	251	92	69	119	86	37	23	0.828828829
PF3D7_1141400	-0.005665722	48	26	14	8	22	13	4	3	1.604166667
